"metric","adm_0_name","ISO_A0","od_region","m","point","lwr","upr","within_sd_log","between_sd_log"
"country_growth_since_emergence_min3_pct","JAMAICA","JAM","Caribbean",50,9.25943268710989,3.23430799223539,15.6362052817457,0.0289413129502872,0
"country_growth_since_emergence_min3_pct","KENYA","KEN","Sub-Saharan Africa",50,19.165513309134,-0.760812231750885,43.0928636315654,0.0933590729561587,0
"country_growth_since_emergence_min3_pct","KIRIBATI","KIR","Pacific Islands",50,7.84767676079607,-1.45452594606296,18.0279611454817,0.0459317377432256,0.00285441244363492
"country_growth_since_emergence_min3_pct","LAO PEOPLE'S DEMOCRATIC REPUBLIC","LAO","East & Southeast Asia",50,4.90058725359459,1.46803839533984,8.44925535344143,0.0169739967157604,0.000119086896638456
"country_growth_since_emergence_min3_pct","MACAU","MAC","East & Southeast Asia",50,-38.3832965882163,-91.3801855829478,340.452422249953,1.00352325526362,0
"country_growth_since_emergence_min3_pct","MADAGASCAR","MDG","Sub-Saharan Africa",23,-95.3191765089097,-100,Inf,3307665.32460776,0.277301794975499
"country_growth_since_emergence_min3_pct","MALAYSIA","MYS","East & Southeast Asia",50,5.9659157108265,4.19884473157315,7.76295381547132,0.0085798167410207,5.22837053657325e-05
"country_growth_since_emergence_min3_pct","MALDIVES","MDV","South Asia",50,4.28810655516867,0.536753050731753,8.17943526954845,0.0183248170016814,0.00364259946143998
"country_growth_since_emergence_min3_pct","MALI","MLI","Sub-Saharan Africa",50,154.667146541397,-99.6748257705901,199348.017898688,3.39973162118627,0
"country_growth_since_emergence_min3_pct","MARSHALL ISLANDS","MHL","Pacific Islands",50,15.9168465797855,3.25036829504386,30.1372144514327,0.0585150928934959,0.00777457763492011
"country_growth_since_emergence_min3_pct","MARTINIQUE","MTQ","Caribbean",50,8.83246798559454,0.680685541816173,17.6442733190968,0.039723040904327,0
"country_growth_since_emergence_min3_pct","MAURITANIA","MRT","Sub-Saharan Africa",50,94.6787352554905,11.4248671387681,240.1378070613,0.284699191600473,0
"country_growth_since_emergence_min3_pct","MAURITIUS","MUS","Sub-Saharan Africa",50,232.316631745652,-100,3.07652959212974e+55,62.2255791729298,0
"country_growth_since_emergence_min3_pct","MAYOTTE","MYT","Sub-Saharan Africa",50,10.1334909807387,-24.5118999474639,60.6794425500574,0.192716802263944,0.000177878305635182
"country_growth_since_emergence_min3_pct","MEXICO","MEX","North & Central America",50,8.99566964597507,5.56436643427496,12.5385052064053,0.0163203397696476,0
