date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
2024-07-01,Jul-24,WPR,Western Pacific Region,Singapore,SGP,1165,,,,,,,,,
2024-07-01,Jul-24,WPR,Western Pacific Region,Solomon Islands,SLB,21,,,,,,,,,
2024-07-01,Jul-24,WPR,Western Pacific Region,Tokelau,TKL,0,,,,,,,,,
2024-07-01,Jul-24,WPR,Western Pacific Region,Tonga,TON,4,,0,0,0,0,0,0.602364636,0,0.602364636
2024-07-01,Jul-24,WPR,Western Pacific Region,Tuvalu,TUV,0,,,,,,,,,
2024-07-01,Jul-24,WPR,Western Pacific Region,Vanuatu,VUT,9,,,,,,,,,
2024-07-01,Jul-24,WPR,Western Pacific Region,Viet Nam,VNM,8642,,,1,0.000115714,,2.93E-06,0.000644546,,
2024-07-01,Jul-24,WPR,Western Pacific Region,Wallis and Futuna,WLF,1,,,,,,,,,
2024-08-01,Aug-24,AFR,African Region,Angola,AGO,53,0,0,0,0,0,0,0.067234546,0,0.067234546
2024-08-01,Aug-24,AFR,African Region,Benin,BEN,5,0,,0,0,,0,0.52182375,,
2024-08-01,Aug-24,AFR,African Region,Burkina Faso,BFA,8745,2464,60,10,0.001143511,0.006861063,0.00054849,0.002101948,0.005239679,0.008822839
2024-08-01,Aug-24,AFR,African Region,Cabo Verde,CPV,2320,1595,,0,0,,0,0.001588771,,
2024-08-01,Aug-24,AFR,African Region,Cameroon,CMR,0,0,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Côte d'Ivoire,CIV,1554,136,,1,0.000643501,,1.63E-05,0.003580087,,
2024-08-01,Aug-24,AFR,African Region,Equatorial Guinea,GNQ,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Eritrea,ERI,1421,,,,,,,,,
2024-08-01,Aug-24,AFR,African Region,Ethiopia,ETH,222,,,0,0,,0,0.01647928,,
2024-08-01,Aug-24,AFR,African Region,Gabon,GAB,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Gambia,GMB,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Ghana,GHA,190,,,0,0,,0,0.019227895,,
2024-08-01,Aug-24,AFR,African Region,Guinea-Bissau,GNB,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Kenya,KEN,631,,,0,0,,0,0.00582903,,
2024-08-01,Aug-24,AFR,African Region,Malawi,MWI,0,0,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Mali,MLI,231,9,0,0,0,0,0,0.015842344,0,0.015842344
2024-08-01,Aug-24,AFR,African Region,Mauritania,MRT,382,30,,0,0,,0,0.009610276,,
2024-08-01,Aug-24,AFR,African Region,Mauritius,MUS,105,31,,0,0,,0,0.034522214,,
2024-08-01,Aug-24,AFR,African Region,Niger,NER,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Rwanda,RWA,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Sao Tome and Principe,STP,0,0,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Senegal,SEN,94,1,,0,0,,0,0.038483351,,
2024-08-01,Aug-24,AFR,African Region,Sierra Leone,SLE,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,Togo,TGO,0,,,0,,,0,1,,
2024-08-01,Aug-24,AFR,African Region,United Republic of Tanzania,TZA,0,0,,0,,,0,1,,
2024-08-01,Aug-24,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
2024-08-01,Aug-24,AMR,Region of the Americas,Antigua and Barbuda,ATG,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Argentina,ARG,31,37,0,4,0.129032258,0,0.036301662,0.298335829,0,0.112188747
2024-08-01,Aug-24,AMR,Region of the Americas,Aruba,ABW,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
2024-08-01,Aug-24,AMR,Region of the Americas,Barbados,BRB,19,2,0,0,0,0,0,0.176466912,0,0.176466912
2024-08-01,Aug-24,AMR,Region of the Americas,Belize,BLZ,315,252,0,0,0,0,0,0.011642425,0,0.011642425
2024-08-01,Aug-24,AMR,Region of the Americas,Bermuda,BMU,1,1,0,0,0,0,0,0.975,0,0.975
2024-08-01,Aug-24,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,1038,32,5,0,0,0.004816956,0,0.003547526,0.001565846,0.011205098
2024-08-01,Aug-24,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
2024-08-01,Aug-24,AMR,Region of the Americas,Brazil,BRA,112169,32313,53,33,0.000294199,0.000472501,0.000202521,0.00041314,0.000353955,0.000617998
2024-08-01,Aug-24,AMR,Region of the Americas,British Virgin Islands,VGB,9,9,0,0,0,0,0,0.336267117,0,0.336267117
2024-08-01,Aug-24,AMR,Region of the Americas,Canada,CAN,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Cayman Islands,CYM,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Chile,CHL,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Colombia,COL,20510,17382,192,21,0.001023891,0.009361287,0.000633913,0.001564702,0.008088897,0.010775505
2024-08-01,Aug-24,AMR,Region of the Americas,Costa Rica,CRI,4533,160,0,0,0,0,0,0.000813452,0,0.000813452
2024-08-01,Aug-24,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
2024-08-01,Aug-24,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
2024-08-01,Aug-24,AMR,Region of the Americas,Dominican Republic,DOM,380,70,9,0,0,0.023684211,0,0.009660611,0.010885821,0.044482509
2024-08-01,Aug-24,AMR,Region of the Americas,Ecuador,ECU,3105,3105,11,2,0.000644122,0.003542673,7.80E-05,0.002324835,0.001769775,0.00632996
2024-08-01,Aug-24,AMR,Region of the Americas,El Salvador,SLV,1059,107,2,1,0.000944287,0.001888574,2.39E-05,0.005249889,0.000228797,0.006805371
2024-08-01,Aug-24,AMR,Region of the Americas,French Guiana,GUF,77,11,0,0,0,0,0,0.046778068,0,0.046778068
2024-08-01,Aug-24,AMR,Region of the Americas,Grenada,GRD,165,0,0,0,0,0,0,0.022108783,0,0.022108783
2024-08-01,Aug-24,AMR,Region of the Americas,Guadeloupe,GLP,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Guatemala,GTM,27529,570,44,28,0.001017109,0.001598315,0.000675965,0.001469673,0.001161571,0.002145075
2024-08-01,Aug-24,AMR,Region of the Americas,Guyana,GUY,2105,484,89,1,0.000475059,0.042280285,1.20E-05,0.002643989,0.034089662,0.051774094
2024-08-01,Aug-24,AMR,Region of the Americas,Honduras,HND,37091,1135,444,12,0.000323529,0.011970559,0.000167183,0.000565071,0.010888651,0.01312985
2024-08-01,Aug-24,AMR,Region of the Americas,Jamaica,JAM,136,29,0,0,0,0,0,0.026759558,0,0.026759558
2024-08-01,Aug-24,AMR,Region of the Americas,Martinique,MTQ,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Mexico,MEX,78848,20160,584,41,0.000519988,0.007406656,0.000373177,0.000705357,0.006820016,0.008029964
2024-08-01,Aug-24,AMR,Region of the Americas,Montserrat,MSR,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Nicaragua,NIC,8335,1299,0,0,0,0,0,0.000442479,0,0.000442479
2024-08-01,Aug-24,AMR,Region of the Americas,Panama,PAN,6687,5966,43,8,0.001196351,0.006430387,0.000516637,0.00235592,0.004657498,0.008652018
2024-08-01,Aug-24,AMR,Region of the Americas,Paraguay,PRY,1345,36,0,0,0,0,0,0.002738904,0,0.002738904
2024-08-01,Aug-24,AMR,Region of the Americas,Peru,PER,1699,1614,5,0,0,0.002942908,0,0.002168851,0.000956223,0.006854296
2024-08-01,Aug-24,AMR,Region of the Americas,Puerto Rico,PRI,593,481,30,0,0,0.050590219,0,0.006201399,0.034389777,0.071435726
2024-08-01,Aug-24,AMR,Region of the Americas,Saint Barthélemy,BLM,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,4,1,0,0,0,0,0,0.602364636,0,0.602364636
2024-08-01,Aug-24,AMR,Region of the Americas,Saint Lucia,LCA,38,38,0,0,0,0,0,0.092512761,0,0.092512761
2024-08-01,Aug-24,AMR,Region of the Americas,Saint Martin (French part),MAF,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,27,27,0,0,0,0,0,0.127702868,0,0.127702868
2024-08-01,Aug-24,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
2024-08-01,Aug-24,AMR,Region of the Americas,Trinidad and Tobago,TTO,28,362,0,7,0.25,0,0.106907992,0.448715452,0,0.123436119
2024-08-01,Aug-24,AMR,Region of the Americas,Turks and Caicos Islands,TCA,0,0,0,0,,,0,1,0,1
2024-08-01,Aug-24,AMR,Region of the Americas,United States Virgin Islands,VIR,60,60,0,0,0,0,0,0.059629492,0,0.059629492
2024-08-01,Aug-24,AMR,Region of the Americas,United States of America,USA,357,357,15,0,0,0.042016807,0,0.010279794,0.023704141,0.068354208
2024-08-01,Aug-24,AMR,Region of the Americas,Uruguay,URY,1,1,0,0,0,0,0,0.975,0,0.975
2024-08-01,Aug-24,EMR,Eastern Mediterranean Region,Afghanistan,AFG,551,218,0,0,0,0,0,0.00667252,0,0.00667252
2024-08-01,Aug-24,EMR,Eastern Mediterranean Region,Iran (Islamic Republic of),IRN,27,,,,,,,,,
2024-08-01,Aug-24,EMR,Eastern Mediterranean Region,Pakistan,PAK,5710,,,,,,,,,
2024-08-01,Aug-24,EMR,Eastern Mediterranean Region,Saudi Arabia,SAU,323,93,,0,0,,0,0.011355711,,
2024-08-01,Aug-24,EMR,Eastern Mediterranean Region,Sudan,SDN,25,,,,,,,,,
2024-08-01,Aug-24,EUR,European Region,Albania,ALB,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Andorra,AND,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Armenia,ARM,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Austria,AUT,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Azerbaijan,AZE,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Belarus,BLR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Belgium,BEL,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Bosnia and Herzegovina,BIH,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Bulgaria,BGR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Croatia,HRV,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Cyprus,CYP,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Czechia,CZE,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Denmark,DNK,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Estonia,EST,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Finland,FIN,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,France,FRA,35,,,0,0,,0,0.100032436,,
2024-08-01,Aug-24,EUR,European Region,Georgia,GEO,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Germany,DEU,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Greece,GRC,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Holy See,VAT,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Hungary,HUN,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Iceland,ISL,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Ireland,IRL,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Israel,ISR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Italy,ITA,23,,,0,0,,0,0.148185129,,
2024-08-01,Aug-24,EUR,European Region,Kazakhstan,KAZ,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Kyrgyzstan,KGZ,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Latvia,LVA,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Liechtenstein,LIE,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Lithuania,LTU,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Luxembourg,LUX,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Malta,MLT,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Mayotte,MYT,3,3,,0,0,,0,0.707598226,,
2024-08-01,Aug-24,EUR,European Region,Monaco,MCO,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Montenegro,MNE,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Netherlands (Kingdom of the),NLD,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,North Macedonia,MKD,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Norway,NOR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Poland,POL,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Portugal,PRT,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Republic of Moldova,MDA,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Romania,ROU,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Russian Federation,RUS,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,San Marino,SMR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Serbia,SRB,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Slovakia,SVK,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Slovenia,SVN,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Spain,ESP,2,,,0,0,,0,0.841886117,,
2024-08-01,Aug-24,EUR,European Region,Sweden,SWE,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Switzerland,CHE,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Tajikistan,TJK,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Turkmenistan,TKM,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Türkiye,TUR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Ukraine,UKR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,United Kingdom of Great Britain and Northern Ireland,GBR,0,,,0,,,0,1,,
2024-08-01,Aug-24,EUR,European Region,Uzbekistan,UZB,0,,,0,,,0,1,,
2024-08-01,Aug-24,SEAR,South-East Asia Region,Bangladesh,BGD,6521,6521,,27,0.004140469,,0.002730315,0.00601849,,
2024-08-01,Aug-24,SEAR,South-East Asia Region,India,IND,32388,32388,,50,0.001543782,,0.001146035,0.002034783,,
2024-08-01,Aug-24,SEAR,South-East Asia Region,Maldives,MDV,395,394,0,,,0,,,0,0.009295463
2024-08-01,Aug-24,SEAR,South-East Asia Region,Myanmar,MMR,1239,1239,,1,0.000807103,,2.04E-05,0.0044886,,
2024-08-01,Aug-24,SEAR,South-East Asia Region,Nepal,NPL,6493,,,2,0.000308024,,3.73E-05,0.001112241,,
2024-08-01,Aug-24,SEAR,South-East Asia Region,Sri Lanka,LKA,3896,,,3,0.000770021,,0.000158825,0.002248662,,
2024-08-01,Aug-24,SEAR,South-East Asia Region,Thailand,THA,16119,16119,3981,5,0.000310193,0.246975619,0.000100726,0.000723737,0.24033323,0.253709425
2024-08-01,Aug-24,WPR,Western Pacific Region,Australia,AUS,148,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Cambodia,KHM,3525,,,11,0.003120567,,0.001558774,0.005576682,,
2024-08-01,Aug-24,WPR,Western Pacific Region,China,CHN,1801,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Cook Islands,COK,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Fiji,FJI,526,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,French Polynesia,PYF,30,,0,0,0,0,0,0.115703308,0,0.115703308
2024-08-01,Aug-24,WPR,Western Pacific Region,Kiribati,KIR,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Lao People's Democratic Republic,LAO,4487,,,1,0.000222866,,5.64E-06,0.001241098,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Malaysia,MYS,8317,,,10,0.001202357,,0.000576723,0.002210061,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Marshall Islands,MHL,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Micronesia (Federated States of),FSM,8,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Niue,NIU,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Northern Mariana Islands (Commonwealth of the),MNP,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Palau,PLW,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Pitcairn Islands,PCN,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Samoa,WSM,6,,0,0,0,0,0,0.459258126,0,0.459258126
2024-08-01,Aug-24,WPR,Western Pacific Region,Singapore,SGP,1072,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Solomon Islands,SLB,22,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Tokelau,TKL,0,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Tonga,TON,0,,0,0,,,0,1,0,1
2024-08-01,Aug-24,WPR,Western Pacific Region,Vanuatu,VUT,13,,,,,,,,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Viet Nam,VNM,16021,,,6,0.000374508,,0.00013745,0.000814968,,
2024-08-01,Aug-24,WPR,Western Pacific Region,Wallis and Futuna,WLF,6,,,,,,,,,
2024-09-01,Sep-24,AFR,African Region,Angola,AGO,7,0,0,0,0,0,0,0.409616397,0,0.409616397
2024-09-01,Sep-24,AFR,African Region,Benin,BEN,2,0,,0,0,,0,0.841886117,,
2024-09-01,Sep-24,AFR,African Region,Burkina Faso,BFA,10962,3621,,13,0.001185915,,0.000631596,0.002027097,,
2024-09-01,Sep-24,AFR,African Region,Cabo Verde,CPV,3889,,,0,0,,0,0.000948092,,
2024-09-01,Sep-24,AFR,African Region,Cameroon,CMR,0,0,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Central African Republic,CAF,207,31,0,0,0,0,0,0.017662825,0,0.017662825
2024-09-01,Sep-24,AFR,African Region,Côte d'Ivoire,CIV,308,10,,0,0,,0,0.011905444,,
2024-09-01,Sep-24,AFR,African Region,Equatorial Guinea,GNQ,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Eritrea,ERI,1867,,,,,,,,,
2024-09-01,Sep-24,AFR,African Region,Ethiopia,ETH,229,,,0,0,,0,0.015979594,,
2024-09-01,Sep-24,AFR,African Region,Gambia,GMB,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Ghana,GHA,10,,,0,0,,0,0.308497108,,
2024-09-01,Sep-24,AFR,African Region,Guinea-Bissau,GNB,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Kenya,KEN,738,,,0,0,,0,0.00498601,,
2024-09-01,Sep-24,AFR,African Region,Malawi,MWI,0,0,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Mali,MLI,478,78,0,0,0,0,0,0.007687619,0,0.007687619
2024-09-01,Sep-24,AFR,African Region,Mauritania,MRT,489,24,,0,0,,0,0.007515338,,
2024-09-01,Sep-24,AFR,African Region,Mauritius,MUS,207,0,,0,0,,0,0.017662825,,
2024-09-01,Sep-24,AFR,African Region,Niger,NER,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Rwanda,RWA,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Sao Tome and Principe,STP,0,0,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Senegal,SEN,103,1,,0,0,,0,0.035180618,,
2024-09-01,Sep-24,AFR,African Region,Sierra Leone,SLE,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,Togo,TGO,0,,,0,,,0,1,,
2024-09-01,Sep-24,AFR,African Region,United Republic of Tanzania,TZA,6,0,,0,0,,0,0.459258126,,
2024-09-01,Sep-24,AMR,Region of the Americas,Anguilla,AIA,5,5,0,0,0,0,0,0.52182375,0,0.52182375
2024-09-01,Sep-24,AMR,Region of the Americas,Antigua and Barbuda,ATG,12,5,0,0,0,0,0,0.264648469,0,0.264648469
2024-09-01,Sep-24,AMR,Region of the Americas,Argentina,ARG,25,444,3,0,0,0.12,0,0.137185172,0.025465397,0.312190307
2024-09-01,Sep-24,AMR,Region of the Americas,Aruba,ABW,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Bahamas,BHS,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Barbados,BRB,12,2,0,0,0,0,0,0.264648469,0,0.264648469
2024-09-01,Sep-24,AMR,Region of the Americas,Belize,BLZ,159,114,0,0,0,0,0,0.022933437,0,0.022933437
2024-09-01,Sep-24,AMR,Region of the Americas,Bermuda,BMU,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,1270,26,7,2,0.001574803,0.005511811,0.000190773,0.005677041,0.00221882,0.011323273
2024-09-01,Sep-24,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Brazil,BRA,107098,26075,40,26,0.000242768,0.00037349,0.00015859,0.000355692,0.00026684,0.000508553
2024-09-01,Sep-24,AMR,Region of the Americas,British Virgin Islands,VGB,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Canada,CAN,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Cayman Islands,CYM,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Chile,CHL,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Colombia,COL,17425,15393,162,40,0.002295552,0.009296987,0.001640467,0.003124593,0.007925696,0.010835582
2024-09-01,Sep-24,AMR,Region of the Americas,Costa Rica,CRI,4268,148,0,0,0,0,0,0.000863938,0,0.000863938
2024-09-01,Sep-24,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Dominican Republic,DOM,288,86,4,0,0,0.013888889,0,0.012726928,0.003796876,0.03517731
2024-09-01,Sep-24,AMR,Region of the Americas,Ecuador,ECU,2368,2368,23,5,0.002111486,0.009712838,0.000685938,0.00492057,0.006166787,0.014538578
2024-09-01,Sep-24,AMR,Region of the Americas,El Salvador,SLV,899,81,1,2,0.002224694,0.001112347,0.000269534,0.008013042,2.82E-05,0.006181866
2024-09-01,Sep-24,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Grenada,GRD,213,30,0,0,0,0,0,0.017169577,0,0.017169577
2024-09-01,Sep-24,AMR,Region of the Americas,Guadeloupe,GLP,880,0,0,0,0,0,0,0.004183135,0,0.004183135
2024-09-01,Sep-24,AMR,Region of the Americas,Guatemala,GTM,28242,452,19,9,0.000318674,0.000672757,0.000145728,0.000604857,0.000405091,0.001050395
2024-09-01,Sep-24,AMR,Region of the Americas,Guyana,GUY,2048,524,44,0,0,0.021484375,0,0.001799589,0.015652928,0.028735382
2024-09-01,Sep-24,AMR,Region of the Americas,Honduras,HND,22378,386,255,86,0.00384306,0.01139512,0.003075067,0.004744004,0.010045907,0.012873385
2024-09-01,Sep-24,AMR,Region of the Americas,Jamaica,JAM,108,2,0,1,0.009259259,0,0.000234397,0.050510534,0,0.03357955
2024-09-01,Sep-24,AMR,Region of the Americas,Martinique,MTQ,500,0,0,0,0,0,0,0.00735061,0,0.00735061
2024-09-01,Sep-24,AMR,Region of the Americas,Mexico,MEX,101473,23906,671,38,0.000374484,0.006612596,0.00026502,0.000513972,0.006123137,0.007130568
2024-09-01,Sep-24,AMR,Region of the Americas,Montserrat,MSR,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Nicaragua,NIC,8437,1748,0,0,0,0,0,0.000437131,0,0.000437131
2024-09-01,Sep-24,AMR,Region of the Americas,Panama,PAN,4837,4365,123,10,0.002067397,0.025428985,0.000991829,0.00379872,0.021177518,0.030265531
2024-09-01,Sep-24,AMR,Region of the Americas,Paraguay,PRY,1497,11,0,6,0.004008016,0,0.001472248,0.008703208,0,0.002461148
2024-09-01,Sep-24,AMR,Region of the Americas,Peru,PER,1684,1558,7,4,0.002375297,0.00415677,0.000647556,0.006070441,0.00167282,0.008545669
2024-09-01,Sep-24,AMR,Region of the Americas,Puerto Rico,PRI,706,560,28,1,0.001416431,0.039660057,3.59E-05,0.007866342,0.026512776,0.056811872
2024-09-01,Sep-24,AMR,Region of the Americas,Saint Barthélemy,BLM,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,6,2,0,0,0,0,0,0.459258126,0,0.459258126
2024-09-01,Sep-24,AMR,Region of the Americas,Saint Lucia,LCA,181,181,0,0,0,0,0,0.02017427,0,0.02017427
2024-09-01,Sep-24,AMR,Region of the Americas,Saint Martin (French part),MAF,0,0,0,0,,,0,1,0,1
2024-09-01,Sep-24,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,187,187,0,0,0,0,0,0.019533331,0,0.019533331
2024-09-01,Sep-24,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,4,4,0,0,0,0,0,0.602364636,0,0.602364636
2024-09-01,Sep-24,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
2024-09-01,Sep-24,AMR,Region of the Americas,Trinidad and Tobago,TTO,384,384,0,7,0.018229167,0,0.007359701,0.037196871,0,0.009560462
2024-09-01,Sep-24,AMR,Region of the Americas,Turks and Caicos Islands,TCA,7,0,0,0,0,0,0,0.409616397,0,0.409616397
2024-09-01,Sep-24,AMR,Region of the Americas,United States Virgin Islands,VIR,41,41,0,0,0,0,0,0.086043836,0,0.086043836
2024-09-01,Sep-24,AMR,Region of the Americas,United States of America,USA,548,548,3,0,0,0.005474453,0,0.006708926,0.00113039,0.01591468
2024-09-01,Sep-24,AMR,Region of the Americas,Uruguay,URY,4,4,0,0,0,0,0,0.602364636,0,0.602364636
2024-09-01,Sep-24,EMR,Eastern Mediterranean Region,Afghanistan,AFG,450,166,0,0,0,0,0,0.008164002,0,0.008164002
